EC,JY,BP,TY,FV,US,ES,NQ,EM,CL,NG,HO,GC,HG,SI,C_,S_,W_,SB,KC,CT,
20071130,-13225.0,-407631.25,-409281.25,-156931.85,135086.84,-89153.25,-230612.5,1269160.0,543930.0,-629100.0,-3938640.0,798785.4,1988380.0,3293425.0,458350.0,2374062.5,-1590795.0,-374550.0,787009.2,-3436381.25,-3149165.0,
20071231,-45025.0,-592393.75,-496175.0,-142681.85,148321.21,-344674.05,-230612.5,1269160.0,543930.0,134250.0,-3938640.0,1301172.6,2584960.0,3293425.0,458350.0,3502662.5,-823373.0,-1144650.0,963409.2,-3436381.25,-3122370.0,
20080131,-93025.0,-478493.75,-519406.25,110255.65,357664.96,-480767.8,-131212.5,1594975.0,180930.0,-454800.0,-3938640.0,673224.2,3682960.0,3293425.0,233050.0,4458837.5,65793.0,-1144650.0,2050033.2,-3436381.25,-3148000.0,
20080229,26412.5,-305093.75,-524937.5,153005.65,453914.96,-666210.4,138987.5,1998945.0,180930.0,-255920.0,-3323640.0,868209.2,4256360.0,3594575.0,1255350.0,5613562.5,3348533.0,-939250.0,3644689.2,-2026325.0,-1508845.0,
20080331,359612.5,70606.25,-569925.0,280068.15,452711.84,-666210.4,179587.5,1827410.0,-141870.0,-278800.0,-2588640.0,1180689.2,3603660.0,3278275.0,75300.0,5838237.5,17965.0,-1705550.0,1644565.2,-3582587.5,-2856750.0,
20080430,286112.5,-338668.75,-569925.0,98069.05,288519.6,-785522.9,-138212.5,1481295.0,-141870.0,766640.0,-1846640.0,1974174.2,3345020.0,3278275.0,75300.0,6778737.5,17965.0,-1705550.0,1702626.0,-3582587.5,-2856750.0,
20080530,247525.0,-338668.75,-569925.0,76553.43,466597.72,-504101.03,-281387.5,1733445.0,-318270.0,1988960.0,-986640.0,3576579.2,2769320.0,3278275.0,75300.0,6507037.5,17965.0,-1705550.0,3434773.2,-3582587.5,-2856750.0,
20080630,165756.25,-338668.75,-569925.0,-46212.2,412902.19,-677882.28,-502112.5,1047105.0,19980.0,3102160.0,663360.0,4342974.2,2769320.0,3143225.0,75300.0,9401687.5,17965.0,-1705550.0,1746517.2,-3643712.5,-3210950.0,
20080731,165756.25,-338668.75,-569925.0,-174234.72,302948.33,-752121.63,-399212.5,1047105.0,3980.0,1876320.0,-1181180.0,3346029.2,2284520.0,2770675.0,-19800.0,7264662.5,17965.0,-1705550.0,1880794.0,-4405737.5,-4012500.0,
20080829,369943.75,-396018.75,-126618.75,-174234.72,302948.33,-852496.63,-513137.5,1047105.0,-141620.0,1876320.0,-28700.0,3027879.2,2223520.0,2431725.0,784200.0,6000462.5,124987.5,-1705550.0,1053931.6,-4405737.5,-4012500.0,
20080930,649506.25,-912756.25,13606.25,-436243.25,160213.78,-933679.93,-890925.0,1660355.0,-472140.0,2396160.0,466200.0,2684479.2,1791520.0,2217775.0,1500200.0,7638462.5,1638121.0,-1555162.5,690223.2,-4405737.5,-3528750.0,
20081031,1433068.75,-407181.25,783068.75,-580311.17,128126.66,-1187284.93,480787.5,2807690.0,308610.0,4891240.0,1108100.0,3779032.8,1871760.0,4518975.0,2772700.0,9083262.5,3429513.0,76400.0,208063.2,-3731412.5,-1856910.0,
20081128,1456131.25,-151243.75,1109225.0,-523436.17,193751.66,-1006909.93,973987.5,3481150.0,594810.0,5908120.0,1375640.0,4738917.6,1448120.0,4967725.0,2522700.0,9683862.5,3544768.0,-207350.0,-83364.8,-3903462.5,-2323890.0,
20081231,999662.5,292906.25,1470437.5,-332186.17,292189.16,-594972.23,941450.0,3362960.0,651210.0,6655200.0,2245880.0,5504997.6,1448120.0,5566475.0,2184975.0,8696862.5,3429513.0,-562037.5,-83364.8,-3678687.5,-2467080.0,
